Date,TopId,BottomId,CrossName,DayTemp,MaxOutfitTemp,MinOutfitTemp,Chosen
05/29/15,40,49,TShirt X Shorts,60.8,90,65,0
05/29/15,41,45,Longsleeve X Jeans,60.8,70,30,0
05/29/15,41,46,Longsleeve X Pants,60.8,70,30,0
05/29/15,41,47,Longsleeve X Chino,60.8,70,30,0
05/29/15,41,48,Longsleeve X Sweatpants,60.8,70,37.5,1
05/29/15,41,49,Longsleeve X Shorts,60.8,82.5,55,1
05/29/15,42,45,Coat X Jeans,60.8,60,10,0
05/29/15,42,46,Coat X Pants,60.8,60,10,0
05/29/15,42,47,Coat X Chino,60.8,60,10,0
05/29/15,42,48,Coat X Sweatpants,60.8,60,17.5,0
05/29/15,42,49,Coat X Shorts,60.8,72.5,35,1
05/29/15,43,45,Hoodie X Jeans,60.8,70,30,0
05/29/15,43,46,Hoodie X Pants,60.8,70,30,0
05/29/15,43,47,Hoodie X Chino,60.8,70,30,0
05/29/15,43,48,Hoodie X Sweatpants,60.8,70,37.5,1
05/29/15,43,49,Hoodie X Shorts,60.8,82.5,55,1
05/29/15,44,45,Sweater X Jeans,60.8,65,27.5,0
05/29/15,44,46,Sweater X Pants,60.8,65,27.5,0
05/29/15,44,47,Sweater X Chino,60.8,65,27.5,0
05/29/15,44,48,Sweater X Sweatpants,60.8,65,35,0
05/29/15,44,49,Sweater X Shorts,60.8,77.5,52.5,1
05/30/15,40,45,TShirt X Jeans,68.54,77.5,40,1
05/30/15,40,46,TShirt X Pants,68.54,77.5,40,1
05/30/15,40,47,TShirt X Chino,68.54,77.5,40,1
05/30/15,40,48,TShirt X Sweatpants,68.54,77.5,47.5,1
05/30/15,40,49,TShirt X Shorts,68.54,90,65,1
05/30/15,41,45,Longsleeve X Jeans,68.54,70,30,0
05/30/15,41,46,Longsleeve X Pants,68.54,70,30,0
05/30/15,41,47,Longsleeve X Chino,68.54,70,30,0
05/30/15,41,48,Longsleeve X Sweatpants,68.54,70,37.5,0
05/30/15,41,49,Longsleeve X Shorts,68.54,82.5,55,1
05/30/15,42,45,Coat X Jeans,68.54,60,10,0
05/30/15,42,46,Coat X Pants,68.54,60,10,0
05/30/15,42,47,Coat X Chino,68.54,60,10,0
05/30/15,42,48,Coat X Sweatpants,68.54,60,17.5,0
05/30/15,42,49,Coat X Shorts,68.54,72.5,35,0
05/30/15,43,45,Hoodie X Jeans,68.54,70,30,0
05/30/15,43,46,Hoodie X Pants,68.54,70,30,0
05/30/15,43,47,Hoodie X Chino,68.54,70,30,0
05/30/15,43,48,Hoodie X Sweatpants,68.54,70,37.5,0
05/30/15,43,49,Hoodie X Shorts,68.54,82.5,55,1
05/30/15,44,45,Sweater X Jeans,68.54,65,27.5,0
05/30/15,44,46,Sweater X Pants,68.54,65,27.5,0
05/30/15,44,47,Sweater X Chino,68.54,65,27.5,0
05/30/15,44,48,Sweater X Sweatpants,68.54,65,35,0
05/30/15,44,49,Sweater X Shorts,68.54,77.5,52.5,1
05/31/15,40,45,TShirt X Jeans,44.78,77.5,40,0
05/31/15,40,46,TShirt X Pants,44.78,77.5,40,0
05/31/15,40,47,TShirt X Chino,44.78,77.5,40,0
05/31/15,40,48,TShirt X Sweatpants,44.78,77.5,47.5,0
05/31/15,40,49,TShirt X Shorts,44.78,90,65,0
05/31/15,41,45,Longsleeve X Jeans,44.78,70,30,1
05/31/15,41,46,Longsleeve X Pants,44.78,70,30,1
05/31/15,41,47,Longsleeve X Chino,44.78,70,30,1
05/31/15,41,48,Longsleeve X Sweatpants,44.78,70,37.5,1
05/31/15,41,49,Longsleeve X Shorts,44.78,82.5,55,0
05/31/15,42,45,Coat X Jeans,44.78,60,10,1
05/31/15,42,46,Coat X Pants,44.78,60,10,1
05/31/15,42,47,Coat X Chino,44.78,60,10,1
05/31/15,42,48,Coat X Sweatpants,44.78,60,17.5,1
05/31/15,42,49,Coat X Shorts,44.78,72.5,35,1
05/31/15,43,45,Hoodie X Jeans,44.78,70,30,1
05/31/15,43,46,Hoodie X Pants,44.78,70,30,1
05/31/15,43,47,Hoodie X Chino,44.78,70,30,1
05/31/15,43,48,Hoodie X Sweatpants,44.78,70,37.5,1
05/31/15,43,49,Hoodie X Shorts,44.78,82.5,55,0
05/31/15,44,45,Sweater X Jeans,44.78,65,27.5,1
05/31/15,44,46,Sweater X Pants,44.78,65,27.5,1
05/31/15,44,47,Sweater X Chino,44.78,65,27.5,1
05/31/15,44,48,Sweater X Sweatpants,44.78,65,35,1
05/31/15,44,49,Sweater X Shorts,44.78,77.5,52.5,0
06/01/15,40,45,TShirt X Jeans,45.68,77.5,40,0
06/01/15,40,46,TShirt X Pants,45.68,77.5,40,0
06/01/15,40,47,TShirt X Chino,45.68,77.5,40,0
06/01/15,40,48,TShirt X Sweatpants,45.68,77.5,47.5,0
06/01/15,40,49,TShirt X Shorts,45.68,90,65,0
06/01/15,41,45,Longsleeve X Jeans,45.68,70,30,1
06/01/15,41,46,Longsleeve X Pants,45.68,70,30,1
06/01/15,41,47,Longsleeve X Chino,45.68,70,30,1
06/01/15,41,48,Longsleeve X Sweatpants,45.68,70,37.5,1
06/01/15,41,49,Longsleeve X Shorts,45.68,82.5,55,0
06/01/15,42,45,Coat X Jeans,45.68,60,10,0
06/01/15,42,46,Coat X Pants,45.68,60,10,0
06/01/15,42,47,Coat X Chino,45.68,60,10,0
06/01/15,42,48,Coat X Sweatpants,45.68,60,17.5,1
06/01/15,42,49,Coat X Shorts,45.68,72.5,35,1
06/01/15,43,45,Hoodie X Jeans,45.68,70,30,1
06/01/15,43,46,Hoodie X Pants,45.68,70,30,1
06/01/15,43,47,Hoodie X Chino,45.68,70,30,1
06/01/15,43,48,Hoodie X Sweatpants,45.68,70,37.5,1
06/01/15,43,49,Hoodie X Shorts,45.68,82.5,55,0
06/01/15,44,45,Sweater X Jeans,45.68,65,27.5,1
06/01/15,44,46,Sweater X Pants,45.68,65,27.5,1
06/01/15,44,47,Sweater X Chino,45.68,65,27.5,1
06/01/15,44,48,Sweater X Sweatpants,45.68,65,35,1
06/01/15,44,49,Sweater X Shorts,45.68,77.5,52.5,0
06/02/15,40,45,TShirt X Jeans,44.78,77.5,40,0
06/02/15,40,46,TShirt X Pants,44.78,77.5,40,0
06/02/15,40,47,TShirt X Chino,44.78,77.5,40,0
06/02/15,40,48,TShirt X Sweatpants,44.78,77.5,47.5,0
06/02/15,40,49,TShirt X Shorts,44.78,90,65,0
06/02/15,41,45,Longsleeve X Jeans,44.78,70,30,1
06/02/15,41,46,Longsleeve X Pants,44.78,70,30,1
06/02/15,41,47,Longsleeve X Chino,44.78,70,30,1
06/02/15,41,48,Longsleeve X Sweatpants,44.78,70,37.5,1
06/02/15,41,49,Longsleeve X Shorts,44.78,82.5,55,0
06/02/15,42,45,Coat X Jeans,44.78,60,10,1
06/02/15,42,46,Coat X Pants,44.78,60,10,1
06/02/15,42,47,Coat X Chino,44.78,60,10,1
06/02/15,42,48,Coat X Sweatpants,44.78,60,17.5,1
06/02/15,42,49,Coat X Shorts,44.78,72.5,35,1
06/02/15,43,45,Hoodie X Jeans,44.78,70,30,1
06/02/15,43,46,Hoodie X Pants,44.78,70,30,1
06/02/15,43,47,Hoodie X Chino,44.78,70,30,1
06/02/15,43,48,Hoodie X Sweatpants,44.78,70,37.5,1
06/02/15,43,49,Hoodie X Shorts,44.78,82.5,55,0
06/02/15,44,45,Sweater X Jeans,44.78,65,27.5,1
06/02/15,44,46,Sweater X Pants,44.78,65,27.5,1
06/02/15,44,47,Sweater X Chino,44.78,65,27.5,1
06/02/15,44,48,Sweater X Sweatpants,44.78,65,35,1
06/02/15,44,49,Sweater X Shorts,44.78,77.5,52.5,0
06/03/15,40,45,TShirt X Jeans,50.54,77.5,40,1
06/03/15,40,46,TShirt X Pants,50.54,77.5,40,1
06/03/15,40,47,TShirt X Chino,50.54,77.5,40,1
06/03/15,40,48,TShirt X Sweatpants,50.54,77.5,47.5,0
06/03/15,40,49,TShirt X Shorts,50.54,90,65,0
06/03/15,41,45,Longsleeve X Jeans,50.54,70,30,1
06/03/15,41,46,Longsleeve X Pants,50.54,70,30,1
06/03/15,41,47,Longsleeve X Chino,50.54,70,30,1
06/03/15,41,48,Longsleeve X Sweatpants,50.54,70,37.5,1
06/03/15,41,49,Longsleeve X Shorts,50.54,82.5,55,0
06/03/15,42,45,Coat X Jeans,50.54,60,10,0
06/03/15,42,46,Coat X Pants,50.54,60,10,0
06/03/15,42,47,Coat X Chino,50.54,60,10,0
06/03/15,42,48,Coat X Sweatpants,50.54,60,17.5,0
06/03/15,42,49,Coat X Shorts,50.54,72.5,35,1
06/03/15,43,45,Hoodie X Jeans,50.54,70,30,1
06/03/15,43,46,Hoodie X Pants,50.54,70,30,1
06/03/15,43,47,Hoodie X Chino,50.54,70,30,1
06/03/15,43,48,Hoodie X Sweatpants,50.54,70,37.5,1
06/03/15,43,49,Hoodie X Shorts,50.54,82.5,55,0
06/03/15,44,45,Sweater X Jeans,50.54,65,27.5,1
06/03/15,44,46,Sweater X Pants,50.54,65,27.5,1
06/03/15,44,47,Sweater X Chino,50.54,65,27.5,1
06/03/15,44,48,Sweater X Sweatpants,50.54,65,35,1
06/03/15,44,49,Sweater X Shorts,50.54,77.5,52.5,0
06/04/15,40,45,TShirt X Jeans,59.9,77.5,40,1
06/04/15,40,46,TShirt X Pants,59.9,77.5,40,1
06/04/15,40,47,TShirt X Chino,59.9,77.5,40,1
06/04/15,40,48,TShirt X Sweatpants,59.9,77.5,47.5,1
06/04/15,40,49,TShirt X Shorts,59.9,90,65,0
06/04/15,41,45,Longsleeve X Jeans,59.9,70,30,1
06/04/15,41,46,Longsleeve X Pants,59.9,70,30,1
06/04/15,41,47,Longsleeve X Chino,59.9,70,30,1
06/04/15,41,48,Longsleeve X Sweatpants,59.9,70,37.5,1
06/04/15,41,49,Longsleeve X Shorts,59.9,82.5,55,1
06/04/15,42,45,Coat X Jeans,59.9,60,10,0
06/04/15,42,46,Coat X Pants,59.9,60,10,0
06/04/15,42,47,Coat X Chino,59.9,60,10,0
06/04/15,42,48,Coat X Sweatpants,59.9,60,17.5,0
06/04/15,42,49,Coat X Shorts,59.9,72.5,35,1
06/04/15,43,45,Hoodie X Jeans,59.9,70,30,1
06/04/15,43,46,Hoodie X Pants,59.9,70,30,1
06/04/15,43,47,Hoodie X Chino,59.9,70,30,1
06/04/15,43,48,Hoodie X Sweatpants,59.9,70,37.5,1
06/04/15,43,49,Hoodie X Shorts,59.9,82.5,55,1
06/04/15,44,45,Sweater X Jeans,59.9,65,27.5,0
06/04/15,44,46,Sweater X Pants,59.9,65,27.5,0
06/04/15,44,47,Sweater X Chino,59.9,65,27.5,0
06/04/15,44,48,Sweater X Sweatpants,59.9,65,35,1
06/04/15,44,49,Sweater X Shorts,59.9,77.5,52.5,1
06/05/15,40,45,TShirt X Jeans,67.46,77.5,40,1
06/05/15,40,46,TShirt X Pants,67.46,77.5,40,1
06/05/15,40,47,TShirt X Chino,67.46,77.5,40,1
06/05/15,40,48,TShirt X Sweatpants,67.46,77.5,47.5,1
06/05/15,40,49,TShirt X Shorts,67.46,90,65,0
06/05/15,41,45,Longsleeve X Jeans,67.46,70,30,0
06/05/15,41,46,Longsleeve X Pants,67.46,70,30,0
06/05/15,41,47,Longsleeve X Chino,67.46,70,30,0
06/05/15,41,48,Longsleeve X Sweatpants,67.46,70,37.5,0
06/05/15,41,49,Longsleeve X Shorts,67.46,82.5,55,1
06/05/15,42,45,Coat X Jeans,67.46,60,10,0
06/05/15,42,46,Coat X Pants,67.46,60,10,0
06/05/15,42,47,Coat X Chino,67.46,60,10,0
06/05/15,42,48,Coat X Sweatpants,67.46,60,17.5,0
06/05/15,42,49,Coat X Shorts,67.46,72.5,35,0
06/05/15,43,45,Hoodie X Jeans,67.46,70,30,0
06/05/15,43,46,Hoodie X Pants,67.46,70,30,0
06/05/15,43,47,Hoodie X Chino,67.46,70,30,0
06/05/15,43,48,Hoodie X Sweatpants,67.46,70,37.5,0
06/05/15,43,49,Hoodie X Shorts,67.46,82.5,55,1
06/05/15,44,45,Sweater X Jeans,67.46,65,27.5,0
06/05/15,44,46,Sweater X Pants,67.46,65,27.5,0
06/05/15,44,47,Sweater X Chino,67.46,65,27.5,0
06/05/15,44,48,Sweater X Sweatpants,67.46,65,35,0
06/05/15,44,49,Sweater X Shorts,67.46,77.5,52.5,1
06/06/15,40,45,TShirt X Jeans,50.54,77.5,40,1
06/06/15,40,46,TShirt X Pants,50.54,77.5,40,1
06/06/15,40,47,TShirt X Chino,50.54,77.5,40,1
06/06/15,40,48,TShirt X Sweatpants,50.54,77.5,47.5,0
06/06/15,40,49,TShirt X Shorts,50.54,90,65,0
06/06/15,41,45,Longsleeve X Jeans,50.54,70,30,1
06/06/15,41,46,Longsleeve X Pants,50.54,70,30,1
06/06/15,41,47,Longsleeve X Chino,50.54,70,30,1
06/06/15,41,48,Longsleeve X Sweatpants,50.54,70,37.5,1
06/06/15,41,49,Longsleeve X Shorts,50.54,82.5,55,0
06/06/15,42,45,Coat X Jeans,50.54,60,10,0
06/06/15,42,46,Coat X Pants,50.54,60,10,0
06/06/15,42,47,Coat X Chino,50.54,60,10,0
06/06/15,42,48,Coat X Sweatpants,50.54,60,17.5,0
06/06/15,42,49,Coat X Shorts,50.54,72.5,35,1
06/06/15,43,45,Hoodie X Jeans,50.54,70,30,1
06/06/15,43,46,Hoodie X Pants,50.54,70,30,1
06/06/15,43,47,Hoodie X Chino,50.54,70,30,1
06/06/15,43,48,Hoodie X Sweatpants,50.54,70,37.5,1
06/06/15,43,49,Hoodie X Shorts,50.54,82.5,55,0
06/06/15,44,45,Sweater X Jeans,50.54,65,27.5,1
06/06/15,44,46,Sweater X Pants,50.54,65,27.5,1
06/06/15,44,47,Sweater X Chino,50.54,65,27.5,1
06/06/15,44,48,Sweater X Sweatpants,50.54,65,35,1
06/06/15,44,49,Sweater X Shorts,50.54,77.5,52.5,0
06/07/15,40,45,TShirt X Jeans,51.8,77.5,40,1
06/07/15,40,46,TShirt X Pants,51.8,77.5,40,1
06/07/15,40,47,TShirt X Chino,51.8,77.5,40,1
06/07/15,40,48,TShirt X Sweatpants,51.8,77.5,47.5,0
06/07/15,40,49,TShirt X Shorts,51.8,90,65,0
06/07/15,41,45,Longsleeve X Jeans,51.8,70,30,1
06/07/15,41,46,Longsleeve X Pants,51.8,70,30,1
06/07/15,41,47,Longsleeve X Chino,51.8,70,30,1
06/07/15,41,48,Longsleeve X Sweatpants,51.8,70,37.5,1
06/07/15,41,49,Longsleeve X Shorts,51.8,82.5,55,0
06/07/15,42,45,Coat X Jeans,51.8,60,10,0
06/07/15,42,46,Coat X Pants,51.8,60,10,0
06/07/15,42,47,Coat X Chino,51.8,60,10,0
06/07/15,42,48,Coat X Sweatpants,51.8,60,17.5,0
06/07/15,42,49,Coat X Shorts,51.8,72.5,35,1
06/07/15,43,45,Hoodie X Jeans,51.8,70,30,1
06/07/15,43,46,Hoodie X Pants,51.8,70,30,1
06/07/15,43,47,Hoodie X Chino,51.8,70,30,1
06/07/15,43,48,Hoodie X Sweatpants,51.8,70,37.5,1
06/07/15,43,49,Hoodie X Shorts,51.8,82.5,55,0
06/07/15,44,45,Sweater X Jeans,51.8,65,27.5,1
06/07/15,44,46,Sweater X Pants,51.8,65,27.5,1
06/07/15,44,47,Sweater X Chino,51.8,65,27.5,1
06/07/15,44,48,Sweater X Sweatpants,51.8,65,35,1
06/07/15,44,49,Sweater X Shorts,51.8,77.5,52.5,0
06/08/15,40,45,TShirt X Jeans,69.08,77.5,40,0
06/08/15,40,46,TShirt X Pants,69.08,77.5,40,0
06/08/15,40,47,TShirt X Chino,69.08,77.5,40,0
06/08/15,40,48,TShirt X Sweatpants,69.08,77.5,47.5,1
06/08/15,40,49,TShirt X Shorts,69.08,90,65,1
06/08/15,41,45,Longsleeve X Jeans,69.08,70,30,0
06/08/15,41,46,Longsleeve X Pants,69.08,70,30,0
06/08/15,41,47,Longsleeve X Chino,69.08,70,30,0
06/08/15,41,48,Longsleeve X Sweatpants,69.08,70,37.5,0
06/08/15,41,49,Longsleeve X Shorts,69.08,82.5,55,1
